user_id	job_seeking_status	number_contacts
32332	3	1867
32333	3	245
32334	3	311
32335	3	205
32336	3	568
32337	3	269
32338	3	283
32339	2	31
32340	2	30
32341	3	170
32342	3	15
32343	3	1675
32344	2	155
32345	2	19
32346	3	149
32347	3	36
32348	2	86
32349	2	81
32350	2	172
32351	1	34
32352	2	4
32353	3	2
32354	3	128
32355	3	298
32356	3	96
32357	3	71
32358	1	21
32359	3	3
32360	3	183
32361	1	1
32362	1	190
32363	1	161
32364	2	336
32365	3	309
32366	1	16
32367	2	135
32368	2	205
32369	1	178
32370	1	294
32371	1	19
32372	2	146
32373	2	347
32374	1	50
32375	1	83
32376	1	163
32377	3	354
32378	1	29
32379	3	132
32380	2	273
32381	2	136
32382	2	292
32383	2	365
32384	2	84
32385	1	19
32386	3	66
32387	1	22
32388	2	92
32389	2	338
32390	1	87
32391	1	121
32392	2	119
32393	1	128
32394	2	204
32395	3	15
32396	2	101
32397	1	98
32398	2	133
32399	1	31
32400	1	383
32401	1	148
32402	1	1
32403	3	504
32404	1	4
32405	1	130
32406	2	387
32407	1	113
32408	2	232
32409	2	636
32410	3	100
32411	2	35
32412	2	213
32413	1	0
32414	1	348
32415	3	372
32416	1	30
32417	3	145
32418	1	1
32419	2	130
32420	1	0
32421	1	103
32422	3	166
32423	1	169
32424	2	101
32425	1	88
32426	2	1290
32427	2	199
32428	3	348
32429	3	83
32430	3	1297
32431	3	250
32432	2	371
32433	3	793
32434	3	387
32435	3	233
32436	2	156
32437	3	81
32438	2	712
32439	3	345
32440	3	1169
32441	3	3139
32442	3	682
32443	3	386
32444	3	405
32445	3	1114
32446	3	144
32447	2	232
32448	2	827
32449	3	16
32450	3	126
32451	2	0
32452	3	31
32453	3	1
32454	1	4
32455	1	13
32456	3	174
32457	3	0
32458	3	5
32459	3	34
32460	3	35
32461	2	28
32462	3	119
32463	3	14
32464	2	1
32465	3	9
32466	3	33
32467	3	25
32468	3	45
32469	2	0
32470	2	0
32471	2	118
32472	2	200
32473	3	52
32474	2	68
32475	2	255
32476	2	136
32477	1	231
32478	3	24
32479	1	34
32480	2	160
32481	3	103
32482	2	81
32483	3	76
32484	3	25
32485	1	1
32486	1	51
32487	3	107
32488	3	319
32489	1	32
32490	3	118
32491	2	66
32492	1	121
32493	3	66
32494	2	130
32495	2	189
32496	1	144
32497	2	147
32498	3	197
32499	1	0
32500	2	58
32501	3	211
32502	1	230
32503	3	185
32504	1	155
32505	3	138
32506	1	53
32507	1	8
32508	1	77
32509	3	179
32510	2	6
32511	1	33
32512	2	52
32513	3	224
32514	2	38
32515	2	290
32516	2	438
32517	2	304
32518	1	72
32519	2	1694
32520	1	139
32521	2	235
32522	2	105
32523	1	70
32524	3	64
32525	1	100
32526	2	69
32527	1	126
32528	2	156
32529	1	3
32530	3	82
32531	2	100
32532	3	433
32533	1	49
32534	1	214
32535	1	57
32536	2	145
32537	1	8
32538	3	70
32539	1	0
32540	1	16
32541	3	11
32542	3	36
32543	2	6
32544	3	54
32545	2	67
32546	1	0
32547	1	14
32548	3	88
32549	3	59
32550	1	89
32551	2	8
32552	2	1
32553	1	9
32554	2	151
32555	3	52
32556	3	0
32557	1	1
32558	3	286
32559	3	354
32560	2	92
32561	2	409
32562	3	91
32563	3	255
32564	1	291
32565	2	369
32566	2	182
32567	1	72
32568	1	53
32569	1	275
32570	3	806
32571	2	75
32572	1	135
32573	3	272
32574	1	171
32575	2	191
32576	1	127
32577	2	162
32578	2	154
32579	3	99
32580	2	164
32581	2	222
32582	3	211
32583	2	66
32584	2	160
32585	1	77
32586	1	3
32587	2	199
32588	2	78
32589	1	86
32590	2	89
32591	2	131
32592	2	89
32593	1	212
32594	2	214
32595	1	0
32596	2	105
32597	1	32
32598	1	221
32599	1	80
32600	3	156
32601	3	102
32602	1	11
32603	3	163
32604	2	122
32605	2	42
32606	2	13
32607	3	12
32608	1	64
32609	2	0
32610	2	54
32611	3	140
32612	2	5
32613	2	44
32614	2	114
32615	2	215
32616	3	105
32617	2	138
32618	3	91
32619	3	3
32620	2	116
32621	2	1
32622	2	172
32623	3	208
32624	2	45
32625	3	111
32626	3	141
32627	3	63
32628	2	2
32629	1	40
32630	3	51
32631	1	10
32632	3	109
32633	3	39
32634	3	42
32635	2	48
32636	2	106
32637	1	27
32638	2	40
32639	3	87
32640	1	48
32641	2	80
32642	3	84
32643	3	68
32644	2	58
32645	3	161
32646	2	134
32647	2	190
32648	2	257
32649	2	50
32650	3	15
32651	3	106
32652	1	56
32653	1	148
32654	1	4
32655	2	259
32656	3	81
32657	3	183
32658	3	9
32659	1	25
32660	3	92
32661	2	86
32662	2	67
32663	1	35
32664	1	138
32665	1	105
32666	3	232
32667	2	34
32668	1	203
32669	1	0
32670	1	461
32671	2	464
32672	3	696
32673	2	649
32674	2	467
32675	1	89
32676	2	346
32677	3	265
32678	3	531
32679	1	80
32680	1	0
32681	1	256
32682	3	221
32683	1	123
32684	2	136
32685	2	433
32686	3	32
32687	3	144
32688	2	301
32689	3	546
32690	2	102
32691	3	277
32692	3	67
32693	2	0
32694	3	0
32695	2	2
32696	3	36
32697	2	78
32698	1	1
32699	3	104
32700	3	42
32701	2	0
32702	3	33
32703	3	12
32704	1	15
32705	3	3
32706	2	3
32707	3	22
32708	3	200
32709	1	5
32710	2	68
32711	2	366
32712	1	0
32713	3	10
32714	3	102
32715	3	29
32716	3	14
32717	3	94
32718	3	48
32719	3	44
32720	2	56
32721	2	12
32722	3	112
32723	2	19
32724	2	0
32725	3	26
32726	1	5
32727	1	15
32728	2	82
32729	3	8
32730	2	30
32731	2	52
32732	2	8
32733	1	13
32734	1	6
32735	3	392
32736	3	360
32737	2	637
32738	3	24
32739	1	75
32740	1	105
32741	1	90
32742	1	732
32743	3	255
32744	1	2
32745	2	28
32746	1	119
32747	1	121
32748	2	331
32749	2	94
32750	1	77
32751	2	455
32752	2	15
32753	1	89
32754	2	313
32755	3	250
32756	1	161
32757	1	166
32758	1	105
32759	2	290
32760	3	112
32761	1	127
32762	2	183
32763	3	258
32764	3	1
32765	3	0
32766	1	35
32767	1	140
32768	2	47
32769	2	54
32770	2	131
32771	3	388
32772	2	76
32773	3	10
32774	3	69
32775	2	100
32776	3	193
32777	3	110
32778	2	129
32779	2	0
32780	3	90
32781	2	2
32782	2	9
32783	3	38
32784	3	34
32785	3	14
32786	3	0
32787	2	4
32788	1	67
32789	2	1
32790	2	36
32791	3	47
32792	2	442
32793	2	59
32794	3	25
32795	3	19
32796	1	4
32797	3	232
32798	3	2
32799	2	112
32800	3	61
32801	1	49
32802	3	129
32803	1	218
32804	1	23
32805	1	547
32806	2	105
32807	2	173
32808	3	412
32809	1	39
32810	1	0
32811	1	104
32812	2	227
32813	1	3
32814	2	88
32815	2	54
32816	3	17
32817	3	181
32818	2	31
32819	2	47
32820	2	205
32821	2	214
32822	1	86
32823	3	56
32824	2	50
32825	3	352
32826	1	83
32827	3	32
32828	3	247
32829	3	130
32830	1	60
32831	1	85
32832	2	230
32833	1	59
32834	1	92
32835	1	13
32836	3	98
32837	2	149
32838	3	201
32839	3	4
32840	3	41
32841	2	56
32842	2	150
32843	2	175
32844	1	176
32845	2	77
32846	2	71
32847	2	65
32848	2	285
32849	1	8
32850	3	161
32851	3	41
32852	1	69
32853	2	116
32854	1	24
32855	2	9
32856	3	170
32857	2	82
32858	2	20
32859	3	0
32860	3	23
32861	1	25
32862	1	17
32863	2	16
32864	2	0
32865	1	43
32866	2	101
32867	3	134
32868	2	298
32869	2	72
32870	2	238
32871	2	103
32872	3	101
32873	3	151
32874	1	24
32875	1	150
32876	2	44
32877	3	146
32878	1	382
32879	1	97
32880	3	186
32881	1	106
32882	3	370
32883	1	332
32884	1	42
32885	2	463
32886	2	181
32887	2	189
32888	1	50
32889	2	110
32890	1	159
32891	1	103
32892	2	473
32893	2	896
32894	3	96
32895	1	124
32896	2	64
32897	3	97
32898	3	109
32899	2	658
32900	2	180
32901	1	79
32902	2	367
32903	1	230
32904	2	102
32905	3	141
32906	1	159
32907	2	158
32908	2	387
32909	1	104
32910	1	133
32911	2	0
32912	2	0
32913	2	1
32914	2	0
32915	3	6
32916	2	0
32917	3	13
32918	2	0
32919	2	0
32920	3	0
32921	3	7
32922	3	1
32923	2	44
32924	2	15
32925	3	0
32926	3	36
32927	3	6
32928	2	0
32929	3	52
32930	3	98
32931	3	30
32932	2	23
32933	3	76
32934	2	7
32935	3	15
32936	2	169
32937	3	40
32938	2	123
32939	2	0
32940	1	1
32941	3	42
32942	1	19
32943	2	30
32944	1	1
32945	2	14
32946	2	56
32947	3	23
32948	3	25
32949	1	31
32950	1	91
32951	3	132
32952	1	44
32953	1	119
32954	3	11
32955	3	182
32956	3	137
32957	2	2
32958	3	97
32959	2	83
32960	2	41
32961	1	184
32962	3	86
32963	1	304
32964	3	134
32965	3	119
32966	2	107
32967	1	34
32968	3	328
32969	1	165
32970	3	137
32971	3	95
32972	3	112
32973	2	220
32974	3	77
32975	2	66
32976	3	473
32977	3	514
32978	1	149
32979	1	114
32980	3	825
32981	1	286
32982	1	229
32983	2	509
32984	2	605
32985	1	52
32986	1	75
32987	1	98
32988	1	1
32989	2	539
32990	1	21
32991	1	285
32992	1	338
32993	3	147
32994	2	0
32995	2	0
32996	2	2
32997	1	0
32998	3	34
32999	2	82
33000	1	76
33001	1	12
33002	3	18
33003	2	0
33004	2	85
33005	2	0
33006	3	73
33007	3	76
33008	2	35
33009	1	155
33010	1	0
33011	2	31
33012	2	11
33013	2	142
33014	2	2
33015	3	4
33016	1	48
33017	3	28
33018	1	60
33019	2	14
33020	2	59
33021	2	13
33022	2	86
33023	3	67
33024	3	429
33025	2	154
33026	3	7
33027	2	82
33028	1	44
33029	2	24
33030	3	71
33031	1	104
33032	3	107
33033	3	54
33034	2	32
33035	2	14
33036	2	105
33037	2	149
33038	1	31
33039	3	212
33040	1	97
33041	3	200
33042	1	31
33043	1	197
33044	3	183
33045	2	130
33046	3	32
33047	2	95
33048	2	51
33049	3	45
33050	1	138
33051	3	358
33052	2	81
33053	2	145
33054	1	40
33055	3	122
33056	2	27
33057	2	48
33058	1	26
33059	2	98
33060	1	230
33061	1	213
33062	3	393
33063	1	185
33064	1	258
33065	2	44
33066	2	397
33067	1	42
33068	3	65
33069	3	67
33070	3	558
33071	1	1
33072	3	248
33073	1	132
33074	2	234
33075	3	278
33076	3	13
33077	2	139
33078	3	10
33079	2	29
33080	2	307
33081	2	137
33082	1	557
33083	3	88
33084	3	227
33085	1	179
33086	1	114
33087	3	291
33088	1	132
33089	3	195
33090	2	278
33091	2	72
33092	2	174
33093	2	341
33094	2	84
33095	3	250
33096	1	18
33097	1	84
33098	2	100
33099	3	114
33100	3	87
33101	1	19
33102	3	426
33103	1	27
33104	1	48
33105	3	372
33106	1	70
33107	1	203
33108	3	159
33109	1	87
33110	1	27
33111	2	168
33112	3	246
33113	2	939
33114	1	1912
33115	1	0
33116	3	53
33117	1	2
33118	3	472
33119	1	65
33120	2	92
33121	2	26
33122	2	64
33123	2	264
33124	2	40
33125	2	195
33126	2	173
33127	1	420
33128	3	290
33129	1	240
33130	2	490
33131	2	170
33132	3	352
33133	1	61
33134	3	286
33135	3	60
33136	3	282
33137	3	83
33138	3	160
33139	3	594
33140	3	668
33141	3	285
33142	3	344
33143	2	91
33144	2	95
33145	2	181
33146	3	173
33147	3	57
33148	3	18
33149	3	5
33150	3	6
33151	1	25
33152	3	1
33153	3	16
33154	2	0
33155	3	0
33156	3	53
33157	3	5
33158	2	95
33159	2	18
33160	3	0
33161	2	119
33162	3	5
33163	2	2
33164	3	7
33165	3	24
33166	2	8
33167	2	11
33168	3	44
33169	3	37
33170	1	79
33171	3	117
33172	2	730
33173	3	200
33174	2	163
33175	2	8
33176	3	23
33177	2	177
33178	2	9
33179	1	89
33180	1	0
33181	2	34
33182	3	34
33183	3	104
33184	2	53
33185	3	42
33186	3	56
33187	2	11
33188	1	32
33189	1	56
33190	3	172
33191	2	88
33192	2	181
33193	3	60
33194	1	0
33195	3	98
33196	1	18
33197	2	16
33198	2	80
33199	3	143
33200	2	35
33201	2	0
33202	3	390
33203	3	250
33204	3	2359
33205	1	84
33206	1	0
33207	3	52
33208	3	399
33209	3	64
33210	3	253
33211	1	29
33212	3	325
33213	3	33
33214	2	128
33215	3	15
33216	3	1
33217	2	63
33218	2	407
33219	2	183
33220	1	198
33221	2	80
33222	3	72
33223	1	168
33224	3	121
33225	1	1
33226	3	333
33227	3	352
33228	2	65
33229	3	67
33230	3	113
33231	2	152
33232	3	62
33233	2	446
33234	1	62
33235	3	11
33236	3	5
33237	1	76
33238	3	31
33239	1	116
33240	1	5
33241	3	188
33242	2	0
33243	3	4
33244	1	15
33245	3	37
33246	1	11
33247	1	1
33248	3	38
33249	3	85
33250	1	7
33251	2	308
33252	1	19
33253	1	37
33254	3	103
33255	2	140
33256	2	49
33257	2	74
33258	3	252
33259	1	13
33260	2	56
33261	3	590
33262	3	165
33263	3	178
33264	3	578
33265	2	250
33266	3	169
33267	2	240
33268	2	22
33269	2	173
33270	1	141
33271	3	93
33272	1	36
33273	2	103
33274	2	51
33275	2	63
33276	3	79
33277	1	26
33278	3	369
33279	2	122
33280	3	205
33281	2	234
33282	1	48
33283	1	199
33284	3	99
33285	3	188
33286	2	271
33287	3	871
33288	1	466
33289	1	236
33290	2	299
33291	3	215
33292	2	210
33293	2	106
33294	1	50
33295	3	156
33296	1	140
33297	1	446
33298	2	323
33299	1	144
33300	1	113
33301	1	112
33302	2	200
33303	2	305
33304	2	61
33305	3	78
33306	2	93
33307	1	198
33308	2	158
33309	2	123
33310	3	22
33311	3	74
33312	3	116
33313	1	31
33314	1	28
33315	1	27
33316	2	140
33317	3	360
33318	3	67
33319	1	6
33320	2	64
33321	2	199
33322	1	39
33323	3	57
33324	2	205
33325	3	87
33326	3	154
33327	1	334
33328	1	97
33329	2	105
33330	2	291
33331	3	126
33332	3	90
33333	3	349
33334	3	81
33335	3	125
33336	2	67
33337	3	61
33338	2	154
33339	3	31
33340	2	1736
33341	2	84
33342	2	80
33343	3	290
33344	3	22
33345	1	50
33346	3	165
33347	2	212
33348	1	111
33349	2	187
33350	1	32
33351	2	162
33352	2	236
33353	1	4
33354	3	534
33355	2	103
33356	1	19
33357	2	75
33358	3	320
33359	2	187
33360	3	394
33361	1	9
33362	1	68
33363	3	366
33364	1	5
33365	3	470
33366	2	194
33367	1	25
33368	1	0
33369	3	486
33370	1	0
33371	2	4
33372	2	40
33373	2	230
33374	1	0
33375	2	169
33376	1	50
33377	3	86
33378	1	120
33379	1	131
33380	1	421
33381	2	103
33382	1	193
33383	2	317
33384	3	5686
33385	3	331
33386	2	39
33387	2	112
33388	1	0
33389	1	102
33390	2	538
33391	2	131
33392	1	56
33393	1	61
33394	1	237
33395	3	201
33396	2	49
33397	1	242
33398	1	58
33399	2	82
33400	1	110
33401	2	757
33402	1	37
33403	1	218
33404	1	109
33405	1	140
33406	1	33
33407	1	86
33408	2	56
33409	1	57
33410	2	1026
33411	3	2
33412	3	81
33413	1	22
33414	2	86
33415	2	1
33416	2	87
33417	3	34
33418	3	84
33419	3	138
33420	2	2
33421	3	1
33422	2	36
33423	3	37
33424	1	9
33425	2	57
33426	3	45
33427	2	8
33428	2	25
33429	3	64
33430	2	78
33431	3	58
33432	2	174
33433	1	401
33434	2	55
33435	1	56
33436	2	110
33437	1	213
33438	2	104
33439	2	278
33440	1	206
33441	3	637
33442	3	35
33443	1	26
33444	1	63
33445	2	104
33446	2	32
33447	2	139
33448	3	141
33449	1	25
33450	2	285
33451	3	113
33452	2	410
33453	2	53
33454	2	302
33455	2	223
33456	2	92
33457	2	2453
33458	2	796
33459	3	624
33460	3	207
33461	1	318
33462	1	528
33463	2	374
33464	2	186
33465	1	75
33466	1	567
33467	1	99
33468	1	132
33469	3	98
33470	3	71
33471	2	458
33472	1	302
33473	1	261
33474	1	107
33475	2	518
33476	2	91
33477	2	4
33478	2	10
33479	3	21
33480	2	2
33481	3	16
33482	3	18
33483	3	14
33484	3	77
33485	2	411
33486	3	6
33487	1	0
33488	3	4
33489	1	6
33490	3	76
33491	2	28
33492	2	112
33493	2	2
33494	3	90
33495	2	96
33496	3	78
33497	3	132
33498	1	1
33499	1	42
33500	1	149
33501	2	391
33502	2	241
33503	2	195
33504	1	100
33505	2	843
33506	3	556
33507	3	660
33508	1	415
33509	3	153
33510	2	597
33511	3	321
33512	3	521
33513	1	120
33514	1	79
33515	2	65
33516	1	290
33517	3	90
33518	1	225
33519	2	75
33520	3	299
33521	2	1
33522	2	0
33523	3	59
33524	1	0
33525	1	10
33526	3	30
33527	2	41
33528	1	15
33529	3	147
33530	3	86
33531	2	20
33532	1	61
33533	2	786
33534	2	9
33535	2	24
33536	3	92
33537	3	4
33538	2	0
33539	2	95
33540	3	27
33541	2	56
33542	1	3
33543	1	487
33544	3	90
33545	1	78
33546	1	210
33547	2	248
33548	2	181
33549	1	16
33550	2	139
33551	2	83
33552	3	201
33553	1	174
33554	2	227
33555	2	7008
33556	2	184
33557	1	90
33558	2	146
33559	2	104
33560	2	133
33561	2	21
33562	3	199
33563	2	281
33564	3	354
33565	2	611
33566	3	1011
33567	2	245
33568	3	19
33569	2	123
33570	3	288
33571	3	185
33572	3	339
33573	2	166
33574	2	226
33575	2	120
33576	3	714
33577	1	29
33578	3	1036
33579	3	142
33580	3	336
33581	3	333
33582	3	236
33583	2	119
33584	3	365
33585	3	438
33586	2	1483
33587	2	54
33588	1	36
33589	3	49
33590	1	374
33591	1	253
33592	1	343
33593	3	777
33594	3	168
33595	2	216
33596	2	174
33597	1	37
33598	3	86
33599	1	70
33600	1	34
33601	3	326
33602	2	68
33603	2	128
33604	1	100
33605	1	264
33606	2	95
33607	2	545
33608	3	263
33609	3	22
33610	2	1
33611	2	49
33612	3	4
33613	3	0
33614	2	0
33615	2	6
33616	2	13
33617	1	16
33618	2	11
33619	3	18
33620	1	0
33621	2	0
33622	2	0
33623	2	0
33624	2	31
33625	3	60
33626	3	41
33627	3	19
33628	3	32
33629	3	17
33630	3	7
33631	2	0
33632	2	6
33633	3	11
33634	2	196
33635	2	40
33636	3	53
33637	2	29
33638	2	156
33639	1	99
33640	1	15
33641	3	81
33642	3	15
33643	2	1
33644	3	147
33645	3	22
33646	2	40
33647	1	176
33648	3	50
33649	1	110
33650	3	106
33651	2	75
33652	1	74
33653	2	29
33654	1	34
33655	3	105
33656	3	287
33657	1	4
33658	3	48
33659	2	83
33660	2	37
33661	1	15
33662	2	113
33663	2	32
33664	3	119
33665	2	21
33666	3	65
33667	3	109
33668	1	234
33669	3	144
33670	1	7
33671	1	108
33672	2	24
33673	1	452
33674	3	97
33675	1	44
33676	1	16
33677	2	191
33678	3	232
33679	1	80
33680	3	117
33681	2	225
33682	3	204
33683	1	47
33684	3	13
33685	3	1729
33686	1	290
33687	2	144
33688	2	196
33689	1	30
33690	2	485
33691	1	144
33692	1	96
33693	3	81
33694	1	146
33695	3	270
33696	1	20
33697	1	186
33698	1	26
33699	2	1361
33700	1	92
33701	2	121
33702	1	20
33703	3	426
33704	2	143
33705	1	57
33706	3	97
33707	3	321
33708	1	62
33709	2	156
33710	1	112
33711	2	126
33712	1	282
33713	3	202
33714	1	51
33715	2	95
33716	3	74
33717	2	4
33718	3	46
33719	1	247
33720	3	223
33721	3	21
33722	1	98
33723	2	14
33724	1	1
33725	1	38
33726	2	135
33727	1	47
33728	2	128
33729	3	167
33730	2	280
33731	3	267
33732	3	459
33733	3	508
33734	2	342
33735	2	35
33736	3	109
33737	2	184
33738	2	321
33739	3	48
33740	3	167
33741	3	20
33742	3	154
33743	3	17
33744	3	37
33745	3	7
33746	2	23
33747	3	80
33748	3	71
33749	2	58
33750	3	53
33751	1	11
33752	2	0
33753	1	0
33754	2	18
33755	2	103
33756	1	120
33757	1	6
33758	3	69
33759	1	3
33760	2	292
33761	3	538
33762	3	1575
33763	3	550
33764	3	660
33765	3	657
33766	3	321
33767	3	379
33768	1	520
33769	2	526
33770	3	3752
33771	3	302
33772	3	0
33773	3	655
33774	3	611
33775	3	484
33776	3	485
33777	3	369
33778	2	186
33779	2	175
33780	2	301
33781	3	723
33782	2	467
33783	1	91
33784	1	2
33785	2	170
33786	3	253
33787	2	264
33788	3	151
33789	1	139
33790	2	233
33791	1	0
33792	2	157
33793	2	147
33794	1	39
33795	3	238
33796	2	839
33797	3	329
33798	1	213
33799	2	265
33800	1	167
33801	1	55
33802	3	202
33803	3	740
33804	1	258
33805	3	49
33806	3	3
33807	2	12
33808	3	0
33809	3	20
33810	2	169
33811	3	22
33812	3	32
33813	3	179
33814	3	11
33815	1	105
33816	2	84
33817	1	0
33818	2	130
33819	3	25
33820	2	144
33821	2	18
33822	3	27
33823	2	0
33824	2	11
33825	3	393
33826	2	15
33827	3	138
33828	3	92
33829	1	284
33830	3	83
33831	3	135
33832	2	47
33833	1	134
33834	1	4
33835	1	16
33836	3	84
33837	3	121
33838	2	327
33839	2	544
33840	3	40
33841	3	225
33842	2	410
33843	1	25
33844	2	59
33845	2	72
33846	3	120
33847	2	159
33848	3	79
33849	3	322
33850	2	1029
33851	1	56
33852	1	131
33853	3	125
33854	2	125
33855	1	190
33856	3	35
33857	3	307
33858	3	231
33859	1	128
33860	3	114
33861	1	73
33862	3	172
33863	3	336
33864	3	67
33865	2	203
33866	2	25
33867	2	276
33868	3	132
33869	2	142
33870	2	159
33871	2	235
33872	2	43
33873	1	168
33874	1	1360
33875	2	157
33876	3	144
33877	2	161
33878	3	161
33879	3	57
33880	2	24
33881	1	89
33882	2	957
33883	3	280
33884	1	504
33885	3	168
33886	1	152
33887	2	447
33888	3	26
33889	1	222
33890	2	27
33891	3	94
33892	2	238
33893	3	203
33894	1	270
33895	2	253
33896	3	27
33897	1	422
33898	2	248
33899	3	311
33900	1	168
33901	3	79
33902	1	98
33903	2	356
33904	2	516
33905	2	377
33906	1	135
33907	1	382
33908	3	594
33909	3	237
33910	1	11
33911	1	42
33912	1	152
33913	2	470
33914	2	105
33915	1	218
33916	3	256
33917	2	124
33918	3	548
33919	3	161
33920	1	740
33921	3	532
33922	3	106
33923	1	274
33924	3	300
33925	3	164
33926	3	259
33927	2	87
33928	2	810
33929	1	315
33930	3	609
33931	1	307
33932	2	202
33933	3	319
33934	1	229
33935	3	196
33936	2	153
33937	1	263
33938	1	71
33939	3	119
33940	2	41
33941	2	30
33942	3	131
33943	3	218
33944	1	9
33945	2	21
33946	2	54
33947	1	64
33948	3	328
33949	3	38
33950	3	173
33951	3	76
33952	1	154
33953	1	13
33954	1	64
33955	3	178
33956	1	170
33957	1	57
33958	3	120
33959	1	139
33960	3	176
33961	1	247
33962	3	331
33963	1	94
33964	1	70
33965	1	136
33966	1	93
33967	1	74
33968	1	135
33969	2	225
33970	3	144
33971	1	70
33972	1	0
33973	1	114
33974	3	267
33975	1	142
33976	1	42
33977	3	76
33978	3	575
33979	2	195
33980	2	137
33981	2	435
33982	2	216
33983	1	70
33984	1	79
33985	2	45
33986	2	95
33987	2	147
33988	1	118
33989	1	13
33990	1	20
33991	1	3
33992	1	129
33993	3	445
33994	1	66
33995	2	267
33996	2	860
33997	2	945
33998	1	34
33999	2	176
34000	2	956
34001	2	256
34002	2	285
34003	3	85
34004	1	369
34005	3	124
34006	2	422
34007	3	110
34008	2	15
34009	1	44
34010	3	39
34011	3	342
34012	2	360
34013	3	82
34014	2	62
34015	1	103
34016	3	344
34017	1	356
34018	3	20
34019	2	238
34020	3	53
34021	1	38
34022	2	29
34023	1	227
34024	2	107
34025	3	806
34026	2	129
34027	2	448
34028	3	291
34029	2	1403
34030	3	105
34031	3	338
34032	3	477
34033	1	20
34034	3	4274
34035	3	835
34036	2	142
34037	3	629
34038	3	349
34039	2	27
34040	3	669
34041	3	972
34042	3	570
34043	3	496
34044	3	624
34045	3	901
34046	2	1620
34047	3	27
34048	2	1
34049	2	0
34050	3	21
34051	2	7
34052	2	156
34053	3	144
34054	3	175
34055	3	99
34056	2	187
34057	1	23
34058	3	71
34059	3	189
34060	2	38
34061	3	30
34062	2	195
34063	1	53
34064	3	139
34065	2	2
34066	1	0
34067	3	127
34068	3	49
34069	2	95
34070	2	204
34071	2	12
34072	2	124
34073	2	23
34074	3	1024
34075	3	943
34076	3	490
34077	3	719
34078	3	387
34079	3	66
34080	3	487
34081	2	573
34082	2	77
34083	2	823
34084	2	499
34085	3	525
34086	3	354
34087	2	1121
34088	3	364
34089	3	289
34090	3	96
34091	3	396
34092	1	432
34093	3	621
34094	3	1525
34095	2	1048
34096	3	173
34097	1	100
34098	1	8
34099	1	144
34100	1	64
34101	1	128
34102	1	279
34103	1	78
34104	1	347
34105	2	93
34106	1	148
34107	1	69
34108	3	274
34109	2	162
34110	1	55
34111	1	0
34112	1	22
34113	1	316
34114	2	106
34115	2	116
34116	2	320
34117	2	568
34118	1	1
34119	2	78
34120	3	317
34121	1	24
34122	3	65
34123	2	115
34124	2	102
34125	2	89
34126	1	53
34127	3	78
34128	1	2
34129	3	392
34130	2	158
34131	1	258
34132	3	38
34133	3	184
34134	3	115
34135	1	221
34136	3	299
34137	3	68
34138	1	313
34139	1	9
34140	1	11
34141	2	0
34142	2	0
34143	2	0
34144	2	86
34145	3	0
34146	3	120
34147	3	3
34148	2	0
34149	3	2
34150	2	0
34151	3	0
34152	2	33
34153	2	75
34154	2	11
34155	1	0
34156	2	5
34157	3	118
34158	2	84
34159	3	44
34160	2	115
34161	2	12
34162	3	46
34163	3	9
34164	1	33
34165	3	118
34166	2	1
34167	3	86
34168	2	0
34169	3	45
34170	3	79
34171	2	195
34172	3	41
34173	1	13
34174	3	29
34175	1	0
34176	3	0
34177	3	39
34178	1	80
34179	1	0
34180	3	50
34181	3	237
34182	3	13
34183	1	18
34184	2	6
34185	1	115
34186	3	30
34187	3	0
34188	3	3
34189	2	61
34190	3	147
34191	3	58
34192	3	12
34193	3	6
34194	3	13
34195	2	0
34196	3	88
34197	3	88
34198	2	50
34199	3	71
34200	2	25
34201	1	0
34202	3	2
34203	2	46
34204	2	63
34205	3	220
34206	2	88
34207	2	0
34208	2	26
34209	2	131
34210	1	79
34211	1	51
34212	3	49
34213	2	230
34214	3	73
34215	2	386
34216	2	15
34217	3	34
34218	3	278
34219	1	41
34220	2	419
34221	3	31
34222	3	494
34223	1	97
34224	2	281
34225	1	56
34226	2	213
34227	2	313
34228	3	334
34229	2	77
34230	2	84
34231	1	167
34232	1	19
34233	3	85
34234	2	170
34235	1	270
34236	2	168
34237	2	253
34238	2	52
34239	2	423
34240	3	94
34241	2	25
34242	1	24
34243	3	272
34244	3	129
34245	1	2
34246	3	183
34247	1	114
34248	1	121
34249	2	12
34250	2	62
34251	1	133
34252	2	149
34253	2	55
34254	2	343
34255	2	124
34256	2	60
34257	1	122
34258	2	39
34259	2	199
34260	2	144
34261	3	60
34262	2	126
34263	3	69
34264	2	77
34265	2	47
34266	3	80
34267	2	24
34268	1	25
34269	3	70
34270	3	28
34271	1	15
34272	3	82
34273	3	12
34274	3	392
34275	3	118
34276	1	60
34277	2	86
34278	3	24
34279	3	253
34280	1	0
34281	3	32
34282	3	118
34283	2	4
34284	1	11
34285	2	250
34286	3	281
34287	1	224
34288	2	31
34289	2	90
34290	2	201
34291	1	158
34292	3	228
34293	3	362
34294	1	114
34295	3	103
34296	2	415
34297	1	2
34298	3	110
34299	2	158
34300	1	1
34301	2	148
34302	1	324
34303	2	146
34304	1	120
34305	1	579
34306	2	229
34307	3	229
34308	1	0
34309	1	15
34310	2	80
34311	2	234
34312	1	69
34313	1	256
34314	2	893
34315	2	736
34316	3	59
34317	1	28
34318	2	0
34319	1	23
34320	1	112
34321	2	137
34322	3	479
34323	1	158
34324	2	276
